sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
736,-386,-328,1762,-243,-1472,31
737,-425,-306,1734,-296,-1794,-59
738,-433,-285,1733,44,-1934,-128
739,-417,-252,1737,565,-2056,-94
740,-415,-282,1715,977,-2235,-1
741,-442,-289,1714,1161,-2401,42
742,-452,-316,1695,1038,-2552,9
743,-434,-295,1702,637,-2694,-65
744,-443,-301,1659,182,-2866,-170
745,-412,-295,1620,-113,-3069,-225
746,-382,-361,1563,-300,-3327,-311
747,-398,-350,1490,-329,-3552,-461
748,-400,-296,1433,-212,-3702,-526
749,-434,-307,1378,147,-3907,-434
750,-458,-333,1312,630,-4099,-403
751,-453,-313,1268,999,-4272,-354
752,-416,-347,1185,1081,-4458,-350
753,-392,-346,1088,737,-4716,-309
754,-280,-317,962,212,-4944,-354
