sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
480,-3,7,1003,-1,-3,2
481,-3,-1,991,1,1,0
482,-2,-3,1006,1,3,-6
483,2,-11,1011,1,1,-2
484,4,-1,1001,5,1,-4
485,0,-4,993,-1,-3,-2
486,2,1,1008,1,3,2
487,6,-5,994,3,1,0
488,1,3,1000,-1,-1,2
489,-9,2,992,-1,-3,-2
490,5,-8,1004,3,1,-2
491,-1,-7,991,-1,-1,-2
492,4,-9,995,3,5,0
493,-4,-4,1000,3,1,2
494,-3,0,1006,3,1,4
495,2,-5,1013,1,1,2
496,9,-2,1002,1,1,0
497,-3,-14,997,1,3,-2
498,2,1,1014,-1,-3,-2
499,-6,-7,1004,-3,-1,0
500,6,-6,1006,-1,-3,0
501,1,-9,1006,-1,-1,-2
502,0,1,1002,3,3,-4
503,-3,-17,1010,-3,-1,0
504,2,-5,998,3,3,0
505,-7,4,993,-1,-1,-2
506,-2,-3,1003,-1,-3,0
507,-3,-2,999,1,1,2
508,-2,-2,1003,-3,-1,0
509,0,13,1007,-1,-1,2
510,-1,-7,1002,-1,-3,0
511,5,-1,1016,1,3,-2
512,-3,-3,1002,-1,-1,0
513,-4,3,1011,1,1,0
514,7,-3,1007,-1,-5,2
515,1,-4,1003,1,1,0
516,-4,4,1006,1,1,2
517,-1,-5,1004,-1,-1,4
518,0,7,1001,1,1,0
519,-6,-2,1018,-1,-1,0
520,-10,0,995,-1,-1,0
521,5,-5,1003,-1,-3,0
522,2,-8,1012,-1,-3,-2
523,4,2,998,3,1,2
524,9,-1,994,3,3,-4
525,5,6,1020,-1,-3,-6
526,4,-2,1007,-1,-1,2
527,4,-9,1009,1,-1,-2
528,-6,-7,999,-1,-3,-4
529,1,0,1017,-1,-1,-4
530,-3,-6,999,-3,-1,-2
531,3,4,1007,-1,-5,2
532,-6,2,1017,-1,-1,-2
533,2,1,1004,1,-3,-6
534,3,0,1005,1,3,-2
535,0,0,1007,-1,-1,-2
536,-8,0,1012,1,-3,0
537,-1,-13,1022,3,1,2
538,0,-1,1002,-1,-3,2
539,-3,1,1006,1,1,-2
540,5,0,1013,1,1,-2
541,-1,-9,1004,-3,-1,-4
542,-6,-6,1014,3,1,-2
543,0,-6,990,-1,-3,2
544,-3,-3,993,-1,1,-2
545,2,-1,991,0,-1,-2
546,-1,-9,1007,0,1,-2
547,2,-2,1012,0,-1,0
548,-4,-5,1012,0,3,0
549,-4,-3,1012,2,1,-6
550,3,0,1018,-1,-1,-4
551,-6,-2,1013,-1,-1,0
552,2,5,988,0,3,2
553,-6,-6,993,4,5,0
554,6,4,999,-1,-1,0
555,6,-11,1005,0,3,-2
556,7,0,996,0,1,2
557,3,-9,1005,0,3,-2
558,-9,-2,1009,-1,-3,2
559,4,4,991,-3,-1,0
560,-8,-1,1002,0,1,-2
561,-1,-5,1013,0,1,-2
562,4,4,1010,0,1,0
563,1,1,1002,-3,-1,-4
564,-3,0,995,-1,-1,2
565,-1,-2,995,2,3,-6
566,-4,-2,1007,0,3,0
567,-5,3,1004,-1,1,2
568,-3,-6,998,-1,-1,-2
569,-2,1,1006,-1,-1,0
570,-2,5,996,2,1,-4
571,4,-8,998,-3,1,-6
572,6,-6,1000,0,1,-4
573,-4,4,997,2,1,-2
574,5,-9,1004,0,3,-4
575,-2,0,999,-1,-1,-2
576,2,-5,1000,2,3,0
577,13,-5,996,-1,-1,0
578,-2,2,1010,-1,-1,2
579,8,4,1004,-5,-3,-2
580,0,8,994,0,1,2
581,-5,-5,1008,2,1,0
582,4,-4,1001,2,3,-2
583,-6,-10,1001,-1,-1,0
584,5,-4,1004,-1,-3,0
585,7,-7,994,0,1,0
586,4,-6,1002,0,3,-4
587,2,6,1001,0,3,0
588,0,2,999,0,3,0
589,5,-5,1015,-3,-3,2
590,5,3,997,0,3,0
591,5,-9,1008,0,3,0
592,3,-7,1005,-1,-1,-2
593,12,0,1004,0,-5,-2
594,-4,-5,1000,-1,-1,-2
595,4,-2,993,0,1,-2
596,0,2,1009,-1,-1,-2
597,-3,-5,992,-1,-1,-2
598,-4,-6,1013,0,1,2
599,0,-6,993,0,1,-2
600,8,2,998,-1,-1,2
601,2,-2,1003,0,1,-4
602,2,-4,998,-3,-1,-4
603,-1,-12,1004,0,3,0
