AccelerometerX,AccelerometerY,AccelerometerZ,Gesture,GyroscopeX,GyroscopeY,GyroscopeZ
-104.0,1135.0,4111.0,U,154.0,55.0,66.0
-82.0,1147.0,4100.0,U,211.0,64.0,75.0
-67.0,1172.0,4126.0,U,237.0,83.0,80.0
-76.0,1198.0,4143.0,U,243.0,105.0,82.0
-350.0,1291.0,4052.0,U,142.0,66.0,714.0
-250.0,1255.0,3925.0,U,114.0,87.0,697.0
-113.0,1249.0,3643.0,U,159.0,142.0,676.0
-99.0,1281.0,3561.0,U,617.0,351.0,703.0
-240.0,1322.0,3855.0,U,1210.0,611.0,755.0
-404.0,1342.0,4229.0,U,1227.0,651.0,746.0
-477.0,1354.0,4315.0,U,566.0,415.0,668.0
-499.0,1392.0,4157.0,U,-32.0,177.0,613.0
-548.0,1459.0,4054.0,U,-13.0,179.0,650.0
-605.0,1523.0,4079.0,U,271.0,330.0,733.0
-596.0,1546.0,4083.0,U,248.0,402.0,786.0
-526.0,1516.0,4029.0,U,-18.0,354.0,821.0
-476.0,1465.0,4047.0,U,-91.0,312.0,889.0
-470.0,1430.0,4153.0,U,60.0,315.0,984.0
-456.0,1422.0,4209.0,U,103.0,294.0,1048.0
-396.0,1423.0,4159.0,U,-48.0,233.0,1070.0
-334.0,1431.0,4115.0,U,-143.0,204.0,1090.0
-322.0,1456.0,4142.0,U,-75.0,239.0,1128.0
-338.0,1493.0,4168.0,U,-17.0,278.0,1155.0
-314.0,1510.0,4137.0,U,-88.0,259.0,1163.0
-234.0,1488.0,4123.0,U,-185.0,193.0,1176.0
-144.0,1448.0,4182.0,U,-208.0,121.0,1212.0
-88.0,1420.0,4255.0,U,-170.0,84.0,1250.0
-51.0,1400.0,4257.0,U,-98.0,102.0,1271.0
-6.0,1376.0,4202.0,U,9.0,156.0,1277.0
38.0,1357.0,4148.0,U,90.0,189.0,1266.0
46.0,1370.0,4121.0,U,80.0,181.0,1231.0
14.0,1402.0,4103.0,U,36.0,184.0,1176.0
-11.0,1416.0,4076.0,U,64.0,240.0,1128.0
6.0,1400.0,4026.0,U,137.0,314.0,1103.0
39.0,1385.0,3967.0,U,148.0,345.0,1095.0
42.0,1389.0,3955.0,U,85.0,329.0,1090.0
26.0,1395.0,4016.0,U,31.0,307.0,1085.0
41.0,1379.0,4090.0,U,-8.0,279.0,1076.0
86.0,1366.0,4104.0,U,-94.0,229.0,1056.0
87.0,1390.0,4081.0,U,-207.0,183.0,1026.0
12.0,1446.0,4088.0,U,-244.0,188.0,1001.0
-68.0,1484.0,4109.0,U,-174.0,247.0,993.0
-65.0,1478.0,4069.0,U,-65.0,309.0,1007.0
7.0,1450.0,3982.0,U,21.0,337.0,1042.0
60.0,1439.0,3942.0,U,84.0,346.0,1094.0
51.0,1447.0,3970.0,U,118.0,368.0,1143.0
28.0,1448.0,3978.0,U,119.0,420.0,1169.0
36.0,1428.0,3934.0,U,101.0,484.0,1169.0
58.0,1410.0,3916.0,U,76.0,522.0,1161.0
71.0,1415.0,3966.0,U,31.0,512.0,1158.0
87.0,1439.0,3994.0,U,-4.0,490.0,1162.0
117.0,1456.0,3917.0,U,28.0,502.0,1169.0
130.0,1463.0,3801.0,U,115.0,533.0,1174.0
114.0,1473.0,3779.0,U,145.0,527.0,1163.0
116.0,1490.0,3862.0,U,92.0,495.0,1135.0
182.0,1493.0,3959.0,U,93.0,520.0,1105.0
263.0,1478.0,4011.0,U,238.0,620.0,1096.0
285.0,1460.0,4046.0,U,409.0,699.0,1100.0
258.0,1458.0,4082.0,U,446.0,677.0,1094.0
277.0,1463.0,4088.0,U,399.0,601.0,1069.0
369.0,1472.0,4053.0,U,427.0,559.0,1044.0
445.0,1493.0,4026.0,U,547.0,548.0,1023.0
429.0,1531.0,4053.0,U,626.0,521.0,994.0
371.0,1555.0,4101.0,U,604.0,485.0,945.0
372.0,1544.0,4106.0,U,533.0,472.0,891.0
426.0,1519.0,4066.0,U,438.0,451.0,847.0
446.0,1523.0,4058.0,U,299.0,376.0,815.0
401.0,1552.0,4118.0,U,158.0,285.0,780.0
364.0,1567.0,4182.0,U,105.0,256.0,740.0
397.0,1542.0,4156.0,U,153.0,289.0,700.0
460.0,1510.0,4054.0,U,231.0,309.0,668.0
475.0,1507.0,3973.0,U,309.0,303.0,645.0
437.0,1539.0,3969.0,U,406.0,322.0,623.0
393.0,1576.0,3986.0,U,487.0,376.0,586.0
366.0,1598.0,3952.0,U,474.0,399.0,528.0
338.0,1600.0,3869.0,U,360.0,344.0,460.0
312.0,1595.0,3792.0,U,233.0,251.0,404.0
321.0,1588.0,3750.0,U,144.0,175.0,366.0
374.0,1577.0,3752.0,U,82.0,131.0,341.0
430.0,1554.0,3798.0,U,39.0,113.0,318.0
435.0,1533.0,3871.0,U,33.0,122.0,295.0
391.0,1534.0,3922.0,U,44.0,143.0,263.0
343.0,1562.0,3923.0,U,26.0,143.0,218.0
324.0,1586.0,3904.0,U,1.0,126.0,165.0
316.0,1587.0,3893.0,U,36.0,131.0,123.0
269.0,1581.0,3887.0,U,133.0,174.0,94.0
172.0,1598.0,3878.0,U,206.0,215.0,68.0
77.0,1624.0,3883.0,U,185.0,205.0,36.0
52.0,1627.0,3903.0,U,94.0,147.0,11.0
97.0,1607.0,3895.0,U,-2.0,75.0,1.0
139.0,1601.0,3848.0,U,-52.0,26.0,7.0
127.0,1619.0,3816.0,U,-36.0,20.0,17.0
77.0,1631.0,3843.0,U,23.0,49.0,22.0
37.0,1620.0,3888.0,U,55.0,69.0,12.0
4.0,1616.0,3902.0,U,17.0,45.0,-9.0
-39.0,1639.0,3905.0,U,-51.0,-12.0,-34.0
-77.0,1661.0,3930.0,U,-84.0,-59.0,-44.0
-72.0,1642.0,3942.0,U,-78.0,-72.0,-39.0
-38.0,1605.0,3905.0,U,-69.0,-64.0,-28.0
-36.0,1597.0,3864.0,U,-53.0,-39.0,-22.0
-73.0,1624.0,3889.0,U,2.0,7.0,-18.0
-95.0,1642.0,3947.0,U,69.0,53.0,-17.0
-72.0,1631.0,3963.0,U,87.0,62.0,-17.0
-48.0,1619.0,3939.0,U,52.0,33.0,-22.0
-67.0,1633.0,3939.0,U,21.0,12.0,-27.0
-110.0,1653.0,3962.0,U,13.0,19.0,-35.0
-131.0,1654.0,3957.0,U,-4.0,31.0,-43.0
-145.0,1646.0,3938.0,U,-42.0,20.0,-51.0
-189.0,1662.0,3960.0,U,-57.0,3.0,-52.0
-254.0,1691.0,4011.0,U,-36.0,4.0,-48.0
-283.0,1699.0,4017.0,U,-11.0,21.0,-42.0
-262.0,1673.0,3981.0,U,-8.0,28.0,-33.0
-233.0,1652.0,3978.0,U,-4.0,26.0,-12.0
-228.0,1659.0,4030.0,U,25.0,30.0,15.0
-221.0,1671.0,4061.0,U,67.0,50.0,40.0
-189.0,1653.0,4037.0,U,105.0,72.0,56.0
-155.0,1625.0,4008.0,U,136.0,81.0,69.0
-163.0,1626.0,4010.0,U,151.0,71.0,77.0
-202.0,1653.0,4003.0,U,130.0,53.0,73.0
-225.0,1658.0,3962.0,U,82.0,40.0,58.0
-210.0,1633.0,3926.0,U,48.0,40.0,49.0
-185.0,1621.0,3922.0,U,62.0,54.0,56.0
-176.0,1653.0,3908.0,U,108.0,77.0,72.0
-172.0,1684.0,3864.0,U,146.0,97.0,80.0
-146.0,1668.0,3835.0,U,145.0,101.0,81.0
-107.0,1623.0,3857.0,U,109.0,81.0,82.0
-84.0,1610.0,3893.0,U,65.0,51.0,87.0
-89.0,1634.0,3902.0,U,46.0,41.0,90.0
-97.0,1652.0,3899.0,U,53.0,58.0,88.0
-89.0,1642.0,3909.0,U,60.0,80.0,82.0
-73.0,1636.0,3914.0,U,47.0,84.0,76.0
-70.0,1650.0,3893.0,U,28.0,75.0,69.0
-77.0,1658.0,3869.0,U,21.0,67.0,61.0
-83.0,1640.0,3862.0,U,28.0,62.0,56.0
-92.0,1623.0,3861.0,U,34.0,54.0,50.0
-117.0,1637.0,3853.0,U,41.0,52.0,44.0
-138.0,1661.0,3858.0,U,46.0,59.0,36.0
-129.0,1659.0,3876.0,U,41.0,62.0,33.0
-100.0,1639.0,3879.0,U,22.0,47.0,36.0
-98.0,1639.0,3863.0,U,8.0,27.0,41.0
-138.0,1671.0,3870.0,U,12.0,30.0,38.0
-178.0,1700.0,3908.0,U,29.0,57.0,29.0
-174.0,1698.0,3934.0,U,42.0,79.0,21.0
-143.0,1673.0,3922.0,U,46.0,76.0,24.0
-126.0,1659.0,3915.0,U,40.0,53.0,34.0
-137.0,1670.0,3940.0,U,29.0,33.0,43.0
-148.0,1696.0,3963.0,U,22.0,30.0,47.0
-144.0,1711.0,3952.0,U,25.0,38.0,45.0
-137.0,1702.0,3933.0,U,25.0,40.0,43.0
-141.0,1679.0,3934.0,U,8.0,26.0,39.0
-155.0,1671.0,3927.0,U,-7.0,6.0,33.0
-173.0,1686.0,3893.0,U,8.0,3.0,32.0
-189.0,1707.0,3866.0,U,50.0,17.0,36.0
-188.0,1706.0,3883.0,U,83.0,35.0,46.0
-168.0,1683.0,3911.0,U,91.0,43.0,58.0
-152.0,1661.0,3902.0,U,91.0,48.0,68.0
-168.0,1657.0,3865.0,U,88.0,53.0,73.0
-209.0,1664.0,3841.0,U,75.0,56.0,70.0
-237.0,1668.0,3831.0,U,57.0,54.0,63.0
-236.0,1668.0,3817.0,U,50.0,51.0,65.0
-222.0,1638.0,3614.0,U,49.0,63.0,123.0
-259.0,1634.0,3637.0,U,64.0,85.0,132.0
-281.0,1616.0,3635.0,U,51.0,97.0,140.0
-267.0,1584.0,3564.0,U,45.0,111.0,156.0
-242.0,1548.0,3483.0,U,47.0,124.0,179.0
-242.0,1527.0,3457.0,U,27.0,124.0,203.0
-261.0,1520.0,3433.0,U,-11.0,121.0,222.0
-273.0,1511.0,3336.0,U,-39.0,130.0,241.0
-268.0,1482.0,3204.0,U,-70.0,145.0,261.0
-259.0,1433.0,3129.0,U,-141.0,143.0,281.0
-236.0,1366.0,3089.0,U,-235.0,138.0,302.0
-185.0,1287.0,2980.0,U,-304.0,150.0,331.0
-128.0,1204.0,2795.0,U,-373.0,167.0,356.0
-101.0,1122.0,2660.0,U,-516.0,156.0,365.0
-97.0,1045.0,2641.0,U,-716.0,142.0,357.0
-58.0,968.0,2659.0,U,-871.0,188.0,354.0
34.0,887.0,2616.0,U,-961.0,286.0,365.0
140.0,812.0,2543.0,U,-1053.0,368.0,378.0
218.0,743.0,2519.0,U,-1150.0,405.0,384.0
284.0,675.0,2525.0,U,-1152.0,449.0,396.0
358.0,602.0,2470.0,U,-1074.0,517.0,413.0
396.0,523.0,2334.0,U,-1110.0,561.0,405.0
352.0,434.0,2219.0,U,-1392.0,570.0,337.0
257.0,335.0,2225.0,U,-1778.0,638.0,225.0
194.0,246.0,2337.0,U,-2039.0,832.0,114.0
175.0,199.0,2449.0,U,-2149.0,1078.0,36.0
145.0,191.0,2514.0,U,-2261.0,1247.0,-21.0
96.0,180.0,2593.0,U,-2446.0,1309.0,-71.0
110.0,124.0,2761.0,U,-2639.0,1308.0,-111.0
238.0,28.0,2970.0,U,-2798.0,1246.0,-124.0
405.0,-92.0,3097.0,U,-2975.0,1083.0,-114.0
527.0,-245.0,3106.0,U,-3205.0,831.0,-100.0
634.0,-437.0,3099.0,U,-3433.0,569.0,-108.0
809.0,-615.0,3159.0,U,-3606.0,347.0,-155.0
1021.0,-722.0,3241.0,U,-3749.0,176.0,-248.0
1143.0,-771.0,3285.0,U,-3921.0,76.0,-389.0
1122.0,-837.0,3355.0,U,-4122.0,81.0,-580.0
1047.0,-950.0,3572.0,U,-4305.0,181.0,-817.0
989.0,-1043.0,3908.0,U,-4432.0,303.0,-1072.0
903.0,-1049.0,4210.0,U,-4519.0,395.0,-1307.0
733.0,-1001.0,4406.0,U,-4603.0,454.0,-1506.0
541.0,-980.0,4593.0,U,-4687.0,497.0,-1687.0
430.0,-1009.0,4867.0,U,-4719.0,519.0,-1860.0
362.0,-1019.0,5191.0,U,-4674.0,508.0,-2009.0
212.0,-962.0,5466.0,U,-4610.0,449.0,-2112.0
-25.0,-888.0,5683.0,U,-4608.0,328.0,-2179.0
-173.0,-896.0,5897.0,U,-4643.0,145.0,-2226.0
-80.0,-1024.0,6132.0,U,-4615.0,-87.0,-2250.0
153.0,-1194.0,6366.0,U,-4504.0,-354.0,-2237.0
251.0,-1290.0,6600.0,U,-4420.0,-647.0,-2220.0
49.0,-1258.0,6861.0,U,-4456.0,-930.0,-2261.0
-330.0,-1139.0,7155.0,U,-4570.0,-1148.0,-2381.0
-615.0,-1032.0,7457.0,U,-4663.0,-1294.0,-2534.0
-642.0,-1016.0,7734.0,U,-4672.0,-1407.0,-2637.0
-487.0,-1099.0,7960.0,U,-4549.0,-1487.0,-2641.0
-317.0,-1219.0,8118.0,U,-4208.0,-1443.0,-2552.0
-178.0,-1313.0,8228.0,U,-3619.0,-1208.0,-2428.0
19.0,-1379.0,8329.0,U,-2887.0,-839.0,-2341.0
299.0,-1459.0,8420.0,U,-2193.0,-468.0,-2341.0
489.0,-1551.0,8450.0,U,-1657.0,-184.0,-2441.0
389.0,-1575.0,8372.0,U,-1297.0,2.0,-2621.0
18.0,-1478.0,8213.0,U,-1070.0,99.0,-2860.0
-391.0,-1333.0,8030.0,U,-888.0,136.0,-3125.0
-649.0,-1269.0,7855.0,U,-655.0,178.0,-3352.0
-754.0,-1319.0,7691.0,U,-325.0,292.0,-3472.0
-770.0,-1406.0,7547.0,U,78.0,464.0,-3462.0
-691.0,-1472.0,7414.0,U,536.0,627.0,-3357.0
-507.0,-1552.0,7270.0,U,1029.0,724.0,-3222.0
-337.0,-1658.0,7118.0,U,1497.0,738.0,-3108.0
-359.0,-1697.0,7007.0,U,1857.0,666.0,-3052.0
-607.0,-1591.0,6932.0,U,2130.0,547.0,-3066.0
-939.0,-1401.0,6797.0,U,2416.0,444.0,-3123.0
-1199.0,-1256.0,6526.0,U,2729.0,381.0,-3160.0
-1346.0,-1197.0,6186.0,U,2951.0,313.0,-3126.0
-1407.0,-1167.0,5899.0,U,3053.0,219.0,-3007.0
-1393.0,-1136.0,5682.0,U,3192.0,174.0,-2818.0
-1326.0,-1126.0,5463.0,U,3476.0,243.0,-2585.0
-1277.0,-1123.0,5256.0,U,3767.0,350.0,-2348.0
-1310.0,-1084.0,5163.0,U,3866.0,374.0,-2144.0
-1412.0,-1019.0,5190.0,U,3824.0,313.0,-1983.0
-1496.0,-992.0,5210.0,U,3868.0,268.0,-1833.0
-1498.0,-1008.0,5128.0,U,4090.0,267.0,-1655.0
-1423.0,-1007.0,5007.0,U,4348.0,227.0,-1446.0
-1316.0,-961.0,4919.0,U,4492.0,101.0,-1228.0
-1225.0,-926.0,4816.0,U,4506.0,-61.0,-1032.0
-1183.0,-923.0,4615.0,U,4432.0,-190.0,-867.0
-1188.0,-903.0,4345.0,U,4299.0,-271.0,-728.0
-1203.0,-839.0,4079.0,U,4169.0,-292.0,-594.0
-1177.0,-801.0,3820.0,U,4118.0,-238.0,-444.0
-1084.0,-837.0,3534.0,U,4138.0,-138.0,-273.0
-944.0,-878.0,3267.0,U,4141.0,-51.0,-96.0
-806.0,-820.0,3088.0,U,4100.0,23.0,64.0
-719.0,-674.0,2954.0,U,4090.0,155.0,206.0
-688.0,-535.0,2775.0,U,4130.0,344.0,332.0
-660.0,-454.0,2568.0,U,4119.0,482.0,447.0
-577.0,-400.0,2436.0,U,3954.0,474.0,549.0
-443.0,-342.0,2379.0,U,3665.0,345.0,640.0
-308.0,-284.0,2286.0,U,3352.0,171.0,711.0
-195.0,-228.0,2118.0,U,3060.0,-14.0,754.0
-72.0,-162.0,1977.0,U,2771.0,-196.0,768.0
83.0,-93.0,1925.0,U,2485.0,-320.0,762.0
217.0,-31.0,1908.0,U,2251.0,-314.0,749.0
258.0,51.0,1887.0,U,2102.0,-169.0,725.0
213.0,190.0,1944.0,U,2004.0,62.0,687.0
168.0,368.0,2128.0,U,1875.0,305.0,638.0
192.0,511.0,2335.0,U,1660.0,483.0,593.0
259.0,589.0,2442.0,U,1400.0,547.0,559.0
295.0,643.0,2487.0,U,1174.0,502.0,540.0
251.0,729.0,2596.0,U,999.0,405.0,525.0
147.0,846.0,2780.0,U,810.0,296.0,500.0
43.0,946.0,2939.0,U,558.0,170.0,457.0
3.0,989.0,3030.0,U,301.0,32.0,417.0
43.0,974.0,3129.0,U,137.0,-73.0,407.0
128.0,930.0,3291.0,U,103.0,-87.0,436.0
211.0,898.0,3478.0,U,167.0,-2.0,484.0
279.0,904.0,3624.0,U,275.0,124.0,518.0
347.0,943.0,3705.0,U,365.0,209.0,520.0
397.0,1000.0,3740.0,U,360.0,193.0,484.0
399.0,1061.0,3763.0,U,245.0,102.0,421.0
354.0,1116.0,3817.0,U,100.0,24.0,347.0
314.0,1151.0,3909.0,U,14.0,18.0,286.0
303.0,1165.0,3983.0,U,-25.0,54.0,242.0
294.0,1188.0,3981.0,U,-78.0,61.0,206.0
266.0,1232.0,3928.0,U,-143.0,32.0,168.0
253.0,1276.0,3901.0,U,-168.0,10.0,136.0
283.0,1292.0,3936.0,U,-156.0,7.0,117.0
314.0,1293.0,4009.0,U,-155.0,3.0,103.0
271.0,1312.0,4089.0,U,-163.0,4.0,86.0
158.0,1344.0,4164.0,U,-125.0,46.0,64.0
58.0,1351.0,4212.0,U,-29.0,121.0,47.0
33.0,1322.0,4225.0,U,59.0,163.0,40.0
59.0,1293.0,4241.0,U,90.0,137.0,44.0
83.0,1289.0,4299.0,U,79.0,85.0,49.0
95.0,1299.0,4356.0,U,64.0,51.0,51.0
116.0,1303.0,4341.0,U,64.0,35.0,43.0
126.0,1311.0,4260.0,U,86.0,33.0,28.0
92.0,1338.0,4197.0,U,122.0,53.0,7.0
21.0,1377.0,4186.0,U,146.0,91.0,-17.0
-29.0,1400.0,4173.0,U,143.0,118.0,-43.0
-27.0,1395.0,4114.0,U,145.0,120.0,-58.0
-8.0,1378.0,4048.0,U,178.0,119.0,-57.0
-24.0,1380.0,4024.0,U,206.0,119.0,-48.0
-70.0,1404.0,4036.0,U,170.0,99.0,-49.0
-93.0,1424.0,4049.0,U,85.0,58.0,-57.0
-63.0,1406.0,4061.0,U,15.0,21.0,-58.0
-8.0,1355.0,4085.0,U,-9.0,3.0,-40.0
15.0,1309.0,4115.0,U,-8.0,-9.0,-15.0
-4.0,1303.0,4134.0,U,13.0,-10.0,4.0
-32.0,1323.0,4136.0,U,70.0,18.0,15.0
-32.0,1336.0,4120.0,U,126.0,54.0,23.0
-10.0,1329.0,4101.0,U,117.0,41.0,26.0
6.0,1322.0,4113.0,U,43.0,-17.0,28.0
0.0,1329.0,4174.0,U,-12.0,-53.0,33.0
-16.0,1339.0,4235.0,U,-3.0,-27.0,43.0
-30.0,1343.0,4227.0,U,37.0,15.0,46.0
-39.0,1344.0,4153.0,U,61.0,27.0,38.0
-1494.0,-371.0,5338.0,U,-513.0,235.0,460.0
-1682.0,-456.0,5232.0,U,-397.0,264.0,515.0
-1797.0,-391.0,5248.0,U,-493.0,302.0,538.0
-1684.0,-224.0,5403.0,U,-866.0,442.0,537.0
-1533.0,-160.0,5539.0,U,-1197.0,623.0,526.0
-1573.0,-268.0,5537.0,U,-1133.0,694.0,497.0
-1772.0,-415.0,5466.0,U,-631.0,578.0,443.0
-1920.0,-473.0,5434.0,U,53.0,334.0,386.0
-1923.0,-463.0,5401.0,U,633.0,106.0,375.0
-1860.0,-472.0,5276.0,U,957.0,-4.0,430.0
-1823.0,-514.0,5097.0,U,1035.0,-13.0,528.0
-1804.0,-529.0,4983.0,U,967.0,7.0,633.0
-1769.0,-498.0,4931.0,U,875.0,13.0,735.0
-1734.0,-459.0,4848.0,U,814.0,10.0,831.0
-1719.0,-443.0,4740.0,U,765.0,6.0,909.0
-1706.0,-431.0,4719.0,U,706.0,-12.0,960.0
-1662.0,-397.0,4795.0,U,676.0,-61.0,995.0
-1597.0,-362.0,4851.0,U,750.0,-137.0,1020.0
-1541.0,-356.0,4832.0,U,933.0,-229.0,1026.0
-1524.0,-383.0,4827.0,U,1140.0,-322.0,1005.0
-1555.0,-414.0,4887.0,U,1308.0,-401.0,980.0
-1615.0,-428.0,4915.0,U,1458.0,-451.0,971.0
-1640.0,-415.0,4823.0,U,1616.0,-468.0,979.0
-1568.0,-373.0,4683.0,U,1716.0,-447.0,987.0
-1438.0,-316.0,4603.0,U,1691.0,-400.0,997.0
-1364.0,-278.0,4560.0,U,1609.0,-357.0,1012.0
-1390.0,-273.0,4464.0,U,1604.0,-348.0,1022.0
-1432.0,-276.0,4327.0,U,1676.0,-370.0,1016.0
-1393.0,-240.0,4238.0,U,1684.0,-392.0,1012.0
-1296.0,-159.0,4226.0,U,1603.0,-402.0,1021.0
-1223.0,-62.0,4225.0,U,1596.0,-423.0,1027.0
-1185.0,9.0,4191.0,U,1767.0,-451.0,1004.0
-1144.0,45.0,4129.0,U,1960.0,-450.0,967.0
-1117.0,54.0,4051.0,U,1977.0,-405.0,953.0
-1157.0,59.0,3959.0,U,1859.0,-351.0,972.0
-1254.0,70.0,3876.0,U,1805.0,-316.0,988.0
-1315.0,85.0,3824.0,U,1852.0,-282.0,982.0
-1274.0,106.0,3793.0,U,1864.0,-250.0,969.0
-1163.0,151.0,3779.0,U,1789.0,-275.0,969.0
-1054.0,222.0,3818.0,U,1753.0,-391.0,970.0
-995.0,286.0,3908.0,U,1831.0,-529.0,948.0
-1000.0,296.0,3952.0,U,1917.0,-583.0,896.0
-1056.0,262.0,3867.0,U,1887.0,-538.0,825.0
-1130.0,237.0,3713.0,U,1764.0,-459.0,755.0
-1188.0,250.0,3634.0,U,1635.0,-396.0,700.0
-1211.0,284.0,3664.0,U,1524.0,-352.0,670.0
-1190.0,318.0,3701.0,U,1409.0,-323.0,659.0
-1115.0,360.0,3684.0,U,1314.0,-317.0,657.0
-1022.0,402.0,3654.0,U,1283.0,-334.0,655.0
-982.0,425.0,3649.0,U,1336.0,-381.0,643.0
-1007.0,440.0,3621.0,U,1467.0,-479.0,616.0
-1007.0,493.0,3530.0,U,1643.0,-618.0,573.0
-920.0,585.0,3425.0,U,1761.0,-723.0,538.0
-814.0,654.0,3376.0,U,1707.0,-721.0,526.0
-788.0,655.0,3365.0,U,1528.0,-650.0,528.0
-814.0,639.0,3332.0,U,1415.0,-609.0,510.0
-794.0,666.0,3262.0,U,1474.0,-632.0,467.0
-738.0,722.0,3193.0,U,1567.0,-637.0,422.0
-739.0,750.0,3156.0,U,1486.0,-545.0,400.0
-799.0,752.0,3160.0,U,1234.0,-383.0,390.0
-824.0,764.0,3193.0,U,1020.0,-248.0,368.0
-790.0,784.0,3220.0,U,1004.0,-209.0,328.0
-783.0,776.0,3198.0,U,1132.0,-242.0,285.0
-833.0,748.0,3145.0,U,1233.0,-270.0,252.0
-852.0,747.0,3123.0,U,1217.0,-246.0,236.0
-775.0,794.0,3163.0,U,1140.0,-204.0,232.0
-660.0,857.0,3207.0,U,1101.0,-210.0,229.0
-588.0,915.0,3195.0,U,1103.0,-252.0,217.0
-560.0,962.0,3129.0,U,1063.0,-251.0,191.0
-559.0,985.0,3053.0,U,948.0,-168.0,158.0
-596.0,972.0,2990.0,U,824.0,-58.0,121.0
-657.0,949.0,2945.0,U,754.0,27.0,85.0
-689.0,952.0,2929.0,U,686.0,110.0,55.0
-685.0,971.0,2912.0,U,545.0,217.0,38.0
-715.0,952.0,2828.0,U,359.0,307.0,30.0
-798.0,887.0,2669.0,U,223.0,332.0,22.0
-873.0,817.0,2537.0,U,141.0,329.0,8.0
-915.0,770.0,2523.0,U,41.0,353.0,-2.0
-985.0,724.0,2589.0,U,-98.0,381.0,-9.0
-1086.0,674.0,2619.0,U,-220.0,352.0,-10.0
-1115.0,651.0,2594.0,U,-303.0,276.0,0.0
-1023.0,674.0,2591.0,U,-375.0,214.0,29.0
-916.0,711.0,2651.0,U,-411.0,163.0,71.0
-884.0,728.0,2718.0,U,-344.0,81.0,105.0
-866.0,727.0,2742.0,U,-213.0,-11.0,120.0
-781.0,726.0,2734.0,U,-153.0,-40.0,126.0
-683.0,711.0,2711.0,U,-200.0,-4.0,134.0
-674.0,661.0,2641.0,U,-238.0,18.0,133.0
-719.0,585.0,2516.0,U,-186.0,-22.0,110.0
-708.0,522.0,2400.0,U,-127.0,-92.0,76.0
-635.0,495.0,2354.0,U,-150.0,-167.0,46.0
-583.0,484.0,2346.0,U,-209.0,-257.0,28.0
-571.0,442.0,2304.0,U,-238.0,-344.0,11.0
-546.0,359.0,2220.0,U,-312.0,-353.0,-9.0
-494.0,275.0,2149.0,U,-544.0,-254.0,-28.0
-470.0,238.0,2105.0,U,-898.0,-113.0,-45.0
-495.0,239.0,2067.0,U,-1222.0,-16.0,-70.0
-512.0,243.0,2066.0,U,-1437.0,15.0,-119.0
-459.0,251.0,2188.0,U,-1593.0,15.0,-187.0
-322.0,286.0,2414.0,U,-1743.0,10.0,-253.0
-153.0,305.0,2567.0,U,-1897.0,22.0,-294.0
-49.0,227.0,2506.0,U,-2062.0,63.0,-315.0
-63.0,71.0,2355.0,U,-2249.0,120.0,-356.0
-117.0,-6.0,2384.0,U,-2425.0,158.0,-451.0
-71.0,70.0,2665.0,U,-2554.0,171.0,-589.0
58.0,167.0,2960.0,U,-2699.0,189.0,-729.0
102.0,98.0,3046.0,U,-2990.0,239.0,-848.0
0.0,-116.0,3023.0,U,-3462.0,295.0,-966.0
-94.0,-301.0,3184.0,U,-3966.0,303.0,-1115.0
-69.0,-388.0,3600.0,U,-4304.0,225.0,-1290.0
-72.0,-491.0,4026.0,U,-4447.0,109.0,-1461.0
-259.0,-683.0,4215.0,U,-4562.0,81.0,-1601.0
-501.0,-880.0,4212.0,U,-4809.0,241.0,-1714.0
-548.0,-975.0,4245.0,U,-5136.0,499.0,-1813.0
-422.0,-999.0,4438.0,U,-5325.0,613.0,-1907.0
-362.0,-1038.0,4728.0,U,-5258.0,424.0,-2006.0
-430.0,-1095.0,5013.0,U,-5036.0,28.0,-2108.0
-431.0,-1115.0,5289.0,U,-4809.0,-382.0,-2197.0
-263.0,-1095.0,5611.0,U,-4566.0,-760.0,-2245.0
-94.0,-1098.0,5968.0,U,-4230.0,-1153.0,-2248.0
-79.0,-1151.0,6254.0,U,-3887.0,-1489.0,-2231.0
-140.0,-1226.0,6375.0,U,-3776.0,-1565.0,-2226.0
-141.0,-1280.0,6398.0,U,-3999.0,-1317.0,-2240.0
-120.0,-1302.0,6515.0,U,-4379.0,-938.0,-2264.0
-186.0,-1314.0,6817.0,U,-4634.0,-691.0,-2294.0
-319.0,-1358.0,7162.0,U,-4613.0,-677.0,-2335.0
-417.0,-1457.0,7357.0,U,-4362.0,-799.0,-2379.0
-487.0,-1579.0,7431.0,U,-4030.0,-897.0,-2403.0
-611.0,-1668.0,7585.0,U,-3760.0,-856.0,-2396.0
-770.0,-1706.0,7873.0,U,-3590.0,-674.0,-2363.0
-821.0,-1722.0,8127.0,U,-3417.0,-470.0,-2316.0
-706.0,-1741.0,8222.0,U,-3128.0,-345.0,-2256.0
-601.0,-1793.0,8244.0,U,-2743.0,-263.0,-2202.0
-767.0,-1938.0,8308.0,U,-2368.0,-132.0,-2188.0
-1247.0,-2202.0,8354.0,U,-2020.0,18.0,-2227.0
-1758.0,-2466.0,8299.0,U,-1640.0,52.0,-2255.0
-1956.0,-2562.0,8217.0,U,-1245.0,-56.0,-2181.0
-1824.0,-2482.0,8231.0,U,-919.0,-151.0,-1973.0
-1686.0,-2412.0,8294.0,U,-636.0,-82.0,-1703.0
-1777.0,-2475.0,8281.0,U,-279.0,148.0,-1462.0
-1959.0,-2567.0,8205.0,U,139.0,460.0,-1268.0
